quadrant,total_count,small_count,medium_count,large_count,size type,latitude,longitude
3:45,833,402,334,97,0,-0.0002808067226072628,0.004183903435836587
3:46,798,553,168,77,0,-0.0002808067226068881,0.004276879067744067
3:47,282,217,39,26,0,-0.00028080672260651334,0.004369854699651547
3:48,0,0,0,0,0,-0.00028080672260613864,0.004462830331559027
3:49,0,0,0,0,0,-0.0002808067226057639,0.004555805963466507
4:0,0,0,0,0,0,-0.0003744089634988047,0.0
4:1,0,0,0,0,0,-0.00037440896349830497,9.297563190834231e-05
4:2,0,0,0,0,0,-0.0003744089634978054,0.0001859512638166846
4:3,307,71,128,108,1,-0.00037440896349730577,0.0002789268957250269
4:4,937,237,499,201,1,-0.00037440896349680617,0.0003719025276333692
4:5,919,400,406,113,1,-0.0003744089634963066,0.0004648781595417115
4:6,892,552,318,22,0,-0.00037440896349580697,0.0005578537914500538
4:7,888,464,388,36,0,-0.00037440896349530737,0.0006508294233583961
4:8,868,357,481,30,1,-0.0003744089634948078,0.0007438050552667384
4:9,845,398,427,20,1,-0.00037440896349430817,0.0008367806871750807
4:10,826,456,328,42,0,-0.00037440896349380856,0.000929756319083423
4:11,821,292,465,64,1,-0.00037440896349330896,0.0010227319509917654
4:12,791,245,493,53,1,-0.00037440896349280936,0.0011157075829001078
4:13,807,259,506,42,1,-0.0003744089634923098,0.00120868321480845
4:14,826,234,526,66,1,-0.00037440896349181016,0.0013016588467167924
4:15,792,172,536,84,1,-0.00037440896349131056,0.0013946344786251348
4:16,839,180,558,101,1,-0.000374408963490811,0.0014876101105334772
4:17,877,252,554,71,1,-0.00037440896349031136,0.0015805857424418196
4:18,846,299,521,26,1,-0.00037440896348981176,0.001673561374350162
4:19,832,349,451,32,1,-0.00037440896348931216,0.0017665370062585044
4:20,872,358,485,29,1,-0.00037440896348881256,0.0018595126381668469
4:21,895,312,466,117,1,-0.000374408963488313,0.0019524882700751893
4:22,842,278,500,64,1,-0.0003744089634878134,0.0020454639019835317
4:23,837,255,535,47,1,-0.00037440896348731376,0.002138439533891874
4:24,892,226,559,107,1,-0.00037440896348681427,0.0022314151658002165
4:25,886,175,569,142,1,-0.00037440896348631456,0.002324390797708559
4:26,871,121,582,168,1,-0.000374408963485815,0.0024173664296169013
4:27,879,142,627,110,1,-0.0003744089634853154,0.0025103420615252437
4:28,887,187,636,64,1,-0.0003744089634848158,0.002603317693433586
4:29,911,211,561,139,1,-0.0003744089634843162,0.0026962933253419285
4:30,914,142,532,240,1,-0.0003744089634838166,0.002789268957250271
4:31,895,129,553,213,1,-0.00037440896348331696,0.0028822445891586133
4:32,863,200,581,82,1,-0.00037440896348281747,0.0029752202210669557
4:33,843,165,610,68,1,-0.00037440896348231776,0.003068195852975298
4:34,842,206,562,74,1,-0.00037440896348181816,0.0031611714848836406
4:35,816,253,521,42,1,-0.0003744089634813186,0.003254147116791983
4:36,793,235,462,96,1,-0.00037440896348081896,0.0033471227487003254
4:37,808,143,505,160,1,-0.00037440896348031936,0.003440098380608668
4:38,835,117,590,128,1,-0.00037440896347981975,0.00353307401251701
4:39,816,178,584,54,1,-0.00037440896347932015,0.0036260496444253526
4:40,805,241,511,53,1,-0.0003744089634788206,0.003719025276333695
4:41,857,217,448,192,1,-0.00037440896347832095,0.0038120009082420374
4:42,854,186,501,167,1,-0.00037440896347782135,0.00390497654015038
4:43,850,152,526,172,1,-0.0003744089634773218,0.003997952172058722
4:44,841,226,399,216,1,-0.00037440896347682215,0.004090927803967064
4:45,878,411,334,133,0,-0.00037440896347632255,0.004183903435875406
4:46,756,464,173,119,0,-0.00037440896347582295,0.004276879067783748
4:47,40,33,4,3,0,-0.00037440896347532335,0.00436985469969209
4:48,0,0,0,0,0,-0.0003744089634748238,0.004462830331600432
4:49,0,0,0,0,0,-0.00037440896347432415,0.004555805963508774
5:0,220,149,44,27,0,-0.00046801120437346813,0.0
5:1,361,113,84,164,2,-0.00046801120437284645,9.297563190945144e-05
5:2,408,74,105,229,2,-0.000468011204372229,0.00018595126381890288
5:3,580,71,221,288,2,-0.0004680112043716113,0.0002789268957283543
5:4,909,216,450,243,1,-0.0004680112043709938,0.00037190252763780575
5:5,906,489,336,81,0,-0.0004680112043703763,0.0004648781595472572
5:6,944,637,246,61,0,-0.0004680112043697587,0.0005578537914567086
5:7,928,495,316,117,0,-0.0004680112043691411,0.0006508294233661601
5:8,913,468,411,34,0,-0.0004680112043685236,0.0007438050552756115
5:9,910,339,533,38,1,-0.00046801120436790596,0.0008367806871850629
5:10,927,323,526,78,1,-0.00046801120436728845,0.0009297563190945144
5:11,917,289,514,114,1,-0.0004680112043666709,0.001022731951003966
5:12,900,255,543,102,1,-0.0004680112043660533,0.0011157075829134173
5:13,890,228,532,130,1,-0.0004680112043654357,0.0012086832148228686
5:14,890,102,384,404,2,-0.00046801120436481826,0.00130165884673232
5:15,904,148,539,217,1,-0.0004680112043642006,0.0013946344786417712
5:16,899,187,559,153,1,-0.0004680112043635831,0.0014876101105512226
5:17,901,265,545,91,1,-0.0004680112043629655,0.001580585742460674
5:18,924,322,555,47,1,-0.0004680112043623479,0.0016735613743701252
5:19,921,365,504,52,1,-0.00046801120436173034,0.0017665370062795766
5:20,901,326,521,54,1,-0.0004680112043611129,0.001859512638189028
5:21,910,228,604,78,1,-0.0004680112043604952,0.0019524882700984792
5:22,938,225,618,95,1,-0.00046801120435987766,0.0020454639020079306
5:23,908,223,579,106,1,-0.00046801120435926015,0.002138439533917382
5:24,904,226,559,119,1,-0.00046801120435864253,0.002231415165826833
5:25,900,129,599,172,1,-0.00046801120435802497,0.0023243907977362845
5:26,860,129,546,185,1,-0.0004680112043574075,0.002417366429645736
5:27,854,156,542,156,1,-0.0004680112043567898,0.002510342061555187
5:28,848,220,529,99,1,-0.0004680112043561723,0.0026033176934646385
5:29,829,202,531,96,1,-0.0004680112043555548,0.00269629332537409
5:30,811,164,482,165,1,-0.00046801120435493716,0.002789268957283541
5:31,802,173,508,121,1,-0.00046801120435431955,0.0028822445891929925
5:32,838,190,544,104,1,-0.00046801120435370215,0.002975220221102444
5:33,839,224,490,125,1,-0.00046801120435308453,0.003068195853011895
5:34,823,258,459,106,1,-0.0004680112043524669,0.0031611714849213465
5:35,871,289,507,75,1,-0.0004680112043518495,0.003254147116830798
5:36,865,210,525,130,1,-0.0004680112043512318,0.003347122748740249
5:37,868,155,453,260,1,-0.0004680112043506143,0.0034400983806497005
5:38,875,152,595,128,1,-0.0004680112043499968,0.003533074012559152
5:39,907,223,598,86,1,-0.00046801120434937916,0.003626049644468603
5:40,892,291,512,89,1,-0.00046801120434876155,0.0037190252763780545
5:41,849,203,406,240,1,-0.00046801120434814415,0.003812000908287506
5:42,874,138,392,344,1,-0.0004680112043475264,0.003904976540196957
5:43,893,207,497,189,1,-0.0004680112043469089,0.003997952172106409
5:44,864,150,336,378,2,-0.0004680112043462914,0.00409092780401586
5:45,884,314,213,357,2,-0.0004680112043456738,0.004183903435925312
5:46,651,307,137,207,0,-0.0004680112043450562,0.004276879067834763
5:47,0,0,0,0,0,-0.0004680112043444388,0.004369854699744214
5:48,0,0,0,0,0,-0.00046801120434382105,0.0044628303316536656
5:49,0,0,0,0,0,-0.00046801120434320355,0.004555805963563117
6:0,688,269,166,253,0,-0.0005616134452481068,0.0
6:1,882,162,183,537,2,-0.0005616134452473603,9.297563191080708e-05
6:2,890,54,126,710,2,-0.0005616134452466179,0.0001859512638216142
6:3,874,29,108,737,2,-0.0005616134452458754,0.00027892689573242127
6:4,896,143,287,466,2,-0.000561613445245133,0.0003719025276432284
6:5,908,563,243,102,0,-0.0005616134452443905,0.00046487815955403546
6:6,911,454,236,221,0,-0.0005616134452436481,0.0005578537914648425
6:7,904,273,327,304,1,-0.0005616134452429056,0.0006508294233756497
6:8,920,258,383,279,1,-0.0005616134452421631,0.0007438050552864568
6:9,903,241,432,230,1,-0.0005616134452414207,0.0008367806871972639
6:10,870,184,539,147,1,-0.0005616134452406782,0.000929756319108071
6:11,883,195,587,101,1,-0.0005616134452399356,0.001022731951018878
6:12,857,179,473,205,1,-0.0005616134452391934,0.001115707582929685
6:13,874,102,416,356,1,-0.0005616134452384508,0.001208683214840492
6:14,883,24,166,693,2,-0.0005616134452377082,0.001301658846751299
6:15,881,51,398,432,2,-0.0005616134452369659,0.0013946344786621061
6:16,882,98,430,354,1,-0.0005616134452362234,0.0014876101105729131
6:17,913,256,524,133,1,-0.000561613445235481,0.0015805857424837201
6:18,904,304,491,109,1,-0.0005616134452347385,0.0016735613743945272
6:19,887,282,533,72,1,-0.000561613445233996,0.0017665370063053342
6:20,870,190,591,89,1,-0.0005616134452332537,0.0018595126382161412
6:21,897,165,661,71,1,-0.0005616134452325111,0.0019524882701269482
6:22,901,156,628,117,1,-0.0005616134452317686,0.0020454639020377552
6:23,882,194,566,122,1,-0.0005616134452310263,0.0021384395339485622
6:24,861,140,553,168,1,-0.0005616134452302837,0.0022314151658593693
6:25,879,119,508,252,1,-0.0005616134452295411,0.0023243907977701763
6:26,899,174,498,227,1,-0.0005616134452287989,0.0024173664296809833
6:27,895,128,576,191,1,-0.0005616134452280564,0.0025103420615917903
6:28,867,167,605,95,1,-0.0005616134452273138,0.0026033176935025973
6:29,902,158,643,101,1,-0.0005616134452265715,0.0026962933254134043
6:30,906,123,583,200,1,-0.000561613445225829,0.0027892689573242114
6:31,892,103,540,249,1,-0.0005616134452250864,0.0028822445892350184
6:32,879,134,534,211,1,-0.000561613445224344,0.0029752202211458254
6:33,907,171,493,243,1,-0.0005616134452236016,0.0030681958530566324
6:34,927,213,592,122,1,-0.0005616134452228591,0.0031611714849674394
6:35,900,204,471,225,1,-0.0005616134452221166,0.0032541471168782464
6:36,876,86,469,321,1,-0.0005616134452213742,0.0033471227487890534
6:37,883,60,435,388,1,-0.0005616134452206318,0.0034400983806998605
6:38,909,132,616,161,1,-0.0005616134452198893,0.0035330740126106675
6:39,861,209,522,130,1,-0.0005616134452191468,0.0036260496445214745
6:40,869,249,489,131,1,-0.0005616134452184044,0.0037190252764322815
6:41,904,124,372,408,2,-0.0005616134452176619,0.0038120009083430885
6:42,922,120,344,458,2,-0.0005616134452169193,0.0039049765402538955
6:43,892,210,467,215,1,-0.000561613445216177,0.0039979521721647026
6:44,876,260,420,196,1,-0.0005616134452154346,0.00409092780407551
6:45,836,110,152,574,2,-0.0005616134452146919,0.004183903435986317
6:46,323,84,40,199,2,-0.0005616134452139496,0.004276879067897124
6:47,0,0,0,0,2,-0.0005616134452132071,0.004369854699807931
6:48,0,0,0,0,2,-0.0005616134452124645,0.004462830331718738
6:49,0,0,0,0,2,-0.0005616134452117222,0.004555805963629545
7:0,473,103,123,247,2,-0.0006552156861227151,0.0
7:1,766,48,60,658,2,-0.0006552156861218464,9.29756319124092e-05
7:2,726,29,45,652,2,-0.000655215686120979,0.0001859512638248184
7:3,751,28,86,637,2,-0.0006552156861201117,0.0002789268957372276
7:4,810,188,241,381,2,-0.0006552156861192443,0.0003719025276496368
7:5,805,408,312,85,0,-0.0006552156861183769,0.000464878159562046
7:6,820,223,278,319,2,-0.0006552156861175095,0.0005578537914744552
7:7,844,198,408,238,1,-0.0006552156861166421,0.0006508294233868643
7:8,851,91,316,444,2,-0.0006552156861157748,0.0007438050552992736
7:9,821,73,373,375,2,-0.0006552156861149074,0.0008367806872116828
7:10,826,110,481,235,1,-0.00065521568611404,0.0009297563191240921
7:11,835,74,456,305,1,-0.0006552156861131727,0.0010227319510365013
7:12,859,69,333,457,2,-0.0006552156861123053,0.0011157075829489106
7:13,849,52,279,518,2,-0.000655215686111438,0.0012086832148613198
7:14,835,30,219,586,2,-0.0006552156861105706,0.001301658846773729
7:15,850,42,293,515,2,-0.0006552156861097032,0.0013946344786861383
7:16,888,137,427,324,1,-0.0006552156861088359,0.0014876101105985476
7:17,897,195,480,222,1,-0.0006552156861079684,0.0015805857425109568
7:18,873,161,512,200,1,-0.000655215686107101,0.001673561374423366
7:19,892,100,543,249,1,-0.0006552156861062337,0.0017665370063357753
7:20,915,80,696,139,1,-0.0006552156861053663,0.0018595126382481846
7:21,885,67,576,242,1,-0.0006552156861044991,0.0019524882701605938
7:22,867,81,616,170,1,-0.0006552156861036317,0.002045463902073003
7:23,874,70,571,233,1,-0.0006552156861027643,0.002138439533985412
7:24,898,56,422,420,1,-0.0006552156861018971,0.002231415165897821
7:25,873,49,366,458,2,-0.0006552156861010297,0.00232439079781023
7:26,866,53,453,360,1,-0.0006552156861001624,0.002417366429722639
7:27,877,77,572,228,1,-0.000655215686099295,0.0025103420616350482
7:28,910,96,594,220,1,-0.0006552156860984276,0.0026033176935474573
7:29,899,113,618,168,1,-0.0006552156860975602,0.0026962933254598663
7:30,869,117,520,232,1,-0.0006552156860966928,0.0027892689573722753
7:31,874,88,465,321,1,-0.0006552156860958255,0.0028822445892846844
7:32,910,94,550,266,1,-0.0006552156860949581,0.0029752202211970934
7:33,907,174,628,105,1,-0.0006552156860940907,0.0030681958531095024
7:34,865,157,598,110,1,-0.0006552156860932234,0.0031611714850219115
7:35,900,128,556,216,1,-0.0006552156860923561,0.0032541471169343205
7:36,908,60,510,338,1,-0.0006552156860914888,0.0033471227488467295
7:37,868,63,543,262,1,-0.0006552156860906214,0.0034400983807591386
7:38,884,117,624,143,1,-0.0006552156860897539,0.0035330740126715476
7:39,918,184,509,225,1,-0.0006552156860888866,0.0036260496445839566
7:40,904,142,467,295,1,-0.0006552156860880191,0.0037190252764963657
7:41,884,72,347,465,2,-0.0006552156860871517,0.0038120009084087747
7:42,884,68,377,439,2,-0.0006552156860862844,0.0039049765403211837
7:43,879,135,415,329,1,-0.000655215686085417,0.003997952172233593
7:44,914,230,475,209,1,-0.0006552156860845496,0.004090927804146002
7:45,871,260,333,278,1,-0.0006552156860836823,0.004183903436058411
7:46,176,62,44,70,2,-0.000655215686082815,0.00427687906797082
7:47,0,0,0,0,2,-0.0006552156860819478,0.004369854699883229
7:48,0,0,0,0,2,-0.0006552156860810804,0.004462830331795638
7:49,0,0,0,0,2,-0.000655215686080213,0.004555805963708047
8:0,312,82,64,166,2,-0.0007488179269972881,0.0
8:1,814,185,110,519,2,-0.0007488179269962976,9.29756319142578e-05
8:2,819,75,88,656,2,-0.0007488179269953053,0.0001859512638285156
8:3,803,48,107,648,2,-0.000748817926994313,0.0002789268957427734
8:4,766,245,213,308,2,-0.0007488179269933209,0.0003719025276570312
8:5,808,328,422,58,1,-0.0007488179269923286,0.000464878159571289
8:6,821,177,439,205,1,-0.0007488179269913364,0.0005578537914855468
8:7,812,180,444,188,1,-0.0007488179269903441,0.0006508294233998046
8:8,819,151,402,266,1,-0.0007488179269893517,0.0007438050553140624
8:9,806,124,393,289,1,-0.0007488179269883595,0.0008367806872283202
